,Unnamed: 0,I,J,CELLACTIVE_x,X,Y,Conc,CELLACTIVE_y,_count,_sum,_mean,_median,_min,_max,_range,Comparison_Output,Conc-_sum_PercentDiff,Conc-_mean_PercentDiff,Conc-_median_PercentDiff,Conc-_min_PercentDiff,Conc-_max_PercentDiff
468341,468341,403,414,1,569027.5,147407.5,378.5,1,4,378.5,94.625,0,0,378.5,378.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
475320,475320,409,409,1,568952.5,147317.5,378.5,1,4,378.5,94.625,0,0,378.5,378.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
479973,479973,413,406,1,568907.5,147257.5,378.5,1,4,378.5,94.625,0,0,378.5,378.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
481136,481136,414,405,1,568892.5,147242.5,378.5,1,4,378.5,94.625,0,0,378.5,378.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
482299,482299,415,404,1,568877.5,147227.5,378.5,1,4,378.5,94.625,0,0,378.5,378.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
484625,484625,417,402,1,568847.5,147197.5,378.5,1,4,378.5,94.625,0,0,378.5,378.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
495090,495090,426,391,1,568682.5,147062.5,461.5,1,4,461.5,115.375,0,0,461.5,461.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
502066,502066,432,383,1,568562.5,146972.5,133.5,1,4,133.5,33.375,0,0,133.5,133.5,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
511367,511367,440,372,1,568397.5,146852.5,772.7999878,1,4,772.7999878,193.1999969,0,0,772.7999878,772.7999878,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
498577,498577,429,386,1,568607.5,147017.5,318.3999939,1,4,318.3999939,79.59999847,0,0,318.3999939,318.3999939,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
513691,513691,442,368,1,568337.5,146822.5,302.8999939,1,4,302.8999939,75.72499847,0,0,302.8999939,302.8999939,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
499740,499740,430,385,1,568592.5,147002.5,244.6000061,1,4,244.6000061,61.15000153,0,0,244.6000061,244.6000061,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
489275,489275,421,396,1,568757.5,147137.5,425.7999878,1,4,425.7999878,106.4499969,0,0,425.7999878,425.7999878,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
497417,497417,428,390,1,568667.5,147032.5,420.7999878,1,4,420.7999878,105.1999969,0,0,420.7999878,420.7999878,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
525319,525319,452,356,1,568157.5,146672.5,222.1999969,1,4,222.1999969,55.54999924,0,0,222.1999969,222.1999969,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
505553,505553,435,378,1,568487.5,146927.5,185.6999969,1,4,185.6999969,46.42499924,0,0,185.6999969,185.6999969,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
500903,500903,431,384,1,568577.5,146987.5,149.8000031,1,4,149.8000031,37.45000076,0,0,149.8000031,149.8000031,FALSE,0.00%,120.00%,200.00%,200.00%,0.00%
553326,553326,476,427,1,569222.5,146312.5,378.3999939,1,4,1513.599976,378.3999939,378.3999939,378.2999878,378.5,0.200012207,FALSE,120.00%,0.00%,0.00%,0.03%,0.03%
513732,513732,442,409,1,568952.5,146822.5,306.6000061,1,4,1226.400024,306.6000061,306.6500092,301.8999939,311.2000122,9.300018311,FALSE,120.00%,0.00%,0.02%,1.54%,1.49%
516048,516048,444,397,1,568772.5,146792.5,98.59999847,1,4,394.3999939,98.59999847,98.59999847,97.59999847,99.59999847,2,FALSE,120.00%,0.00%,0.00%,1.02%,1.01%
505556,505556,435,381,1,568532.5,146927.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
505557,505557,435,382,1,568547.5,146927.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
505558,505558,435,383,1,568562.5,146927.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
506724,506724,436,385,1,568592.5,146912.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
516016,516016,444,365,1,568292.5,146792.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
516017,516017,444,366,1,568307.5,146792.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
517180,517180,445,365,1,568292.5,146777.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
517181,517181,445,366,1,568307.5,146777.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
518344,518344,446,365,1,568292.5,146762.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
518345,518345,446,366,1,568307.5,146762.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
519508,519508,447,365,1,568292.5,146747.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
519509,519509,447,366,1,568307.5,146747.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
519510,519510,447,367,1,568322.5,146747.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
520672,520672,448,365,1,568292.5,146732.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
520673,520673,448,366,1,568307.5,146732.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
520674,520674,448,367,1,568322.5,146732.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
521832,521832,449,361,1,568232.5,146717.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
521833,521833,449,362,1,568247.5,146717.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
521835,521835,449,364,1,568277.5,146717.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
521836,521836,449,365,1,568292.5,146717.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
521837,521837,449,366,1,568307.5,146717.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
521838,521838,449,367,1,568322.5,146717.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
522996,522996,450,361,1,568232.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
522997,522997,450,362,1,568247.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
522998,522998,450,363,1,568262.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
522999,522999,450,364,1,568277.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
523000,523000,450,365,1,568292.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
523001,523001,450,366,1,568307.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
523002,523002,450,367,1,568322.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
523003,523003,450,368,1,568337.5,146702.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524160,524160,451,361,1,568232.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524161,524161,451,362,1,568247.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524162,524162,451,363,1,568262.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524163,524163,451,364,1,568277.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524164,524164,451,365,1,568292.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524165,524165,451,366,1,568307.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524166,524166,451,367,1,568322.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
524167,524167,451,368,1,568337.5,146687.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525324,525324,452,361,1,568232.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525325,525325,452,362,1,568247.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525326,525326,452,363,1,568262.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525327,525327,452,364,1,568277.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525328,525328,452,365,1,568292.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525329,525329,452,366,1,568307.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525330,525330,452,367,1,568322.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
525331,525331,452,368,1,568337.5,146672.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526489,526489,453,362,1,568247.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526490,526490,453,363,1,568262.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526491,526491,453,364,1,568277.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526492,526492,453,365,1,568292.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526493,526493,453,366,1,568307.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526494,526494,453,367,1,568322.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526495,526495,453,368,1,568337.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526496,526496,453,369,1,568352.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526533,526533,453,406,1,568907.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526534,526534,453,407,1,568922.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
526535,526535,453,408,1,568937.5,146657.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527653,527653,454,362,1,568247.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527654,527654,454,363,1,568262.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527655,527655,454,364,1,568277.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527656,527656,454,365,1,568292.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527657,527657,454,366,1,568307.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527658,527658,454,367,1,568322.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527659,527659,454,368,1,568337.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527660,527660,454,369,1,568352.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527697,527697,454,406,1,568907.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527698,527698,454,407,1,568922.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527699,527699,454,408,1,568937.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527700,527700,454,409,1,568952.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
527701,527701,454,410,1,568967.5,146642.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528817,528817,455,362,1,568247.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528818,528818,455,363,1,568262.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528819,528819,455,364,1,568277.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528820,528820,455,365,1,568292.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528821,528821,455,366,1,568307.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528822,528822,455,367,1,568322.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528823,528823,455,368,1,568337.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528824,528824,455,369,1,568352.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528825,528825,455,370,1,568367.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528860,528860,455,405,1,568892.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528861,528861,455,406,1,568907.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528862,528862,455,407,1,568922.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528863,528863,455,408,1,568937.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528864,528864,455,409,1,568952.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
528865,528865,455,410,1,568967.5,146627.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529982,529982,456,363,1,568262.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529983,529983,456,364,1,568277.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529984,529984,456,365,1,568292.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529985,529985,456,366,1,568307.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529986,529986,456,367,1,568322.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529987,529987,456,368,1,568337.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529988,529988,456,369,1,568352.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
529989,529989,456,370,1,568367.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
530025,530025,456,406,1,568907.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
530026,530026,456,407,1,568922.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
530027,530027,456,408,1,568937.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
530028,530028,456,409,1,568952.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
530029,530029,456,410,1,568967.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
530030,530030,456,411,1,568982.5,146612.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531146,531146,457,363,1,568262.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531147,531147,457,364,1,568277.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531148,531148,457,365,1,568292.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531149,531149,457,366,1,568307.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531150,531150,457,367,1,568322.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531151,531151,457,368,1,568337.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531152,531152,457,369,1,568352.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531153,531153,457,370,1,568367.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531154,531154,457,371,1,568382.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531190,531190,457,407,1,568922.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531191,531191,457,408,1,568937.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531192,531192,457,409,1,568952.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531193,531193,457,410,1,568967.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531194,531194,457,411,1,568982.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
531195,531195,457,412,1,568997.5,146597.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532311,532311,458,364,1,568277.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532312,532312,458,365,1,568292.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532313,532313,458,366,1,568307.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532314,532314,458,367,1,568322.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532315,532315,458,368,1,568337.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532316,532316,458,369,1,568352.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532317,532317,458,370,1,568367.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532318,532318,458,371,1,568382.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532319,532319,458,372,1,568397.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532355,532355,458,408,1,568937.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532356,532356,458,409,1,568952.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532357,532357,458,410,1,568967.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532358,532358,458,411,1,568982.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
532359,532359,458,412,1,568997.5,146582.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
