,Unnamed: 0,I,J,CELLACTIVE_x,X,Y,Conc,CELLACTIVE_y,_count,_sum,_mean,_median,_min,_max,_range,Comparison_Output,Conc-_sum_PercentDiff,Conc-_mean_PercentDiff,Conc-_median_PercentDiff,Conc-_min_PercentDiff,Conc-_max_PercentDiff
543964,543964,468,377,1,568472.5,146432.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
543965,543965,468,378,1,568487.5,146432.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
544001,544001,468,414,1,569027.5,146432.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
544002,544002,468,415,1,569042.5,146432.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
544003,544003,468,416,1,569057.5,146432.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
544004,544004,468,417,1,569072.5,146432.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545121,545121,469,370,1,568367.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545122,545122,469,371,1,568382.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545123,545123,469,372,1,568397.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545124,545124,469,373,1,568412.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545125,545125,469,374,1,568427.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545126,545126,469,375,1,568442.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545127,545127,469,376,1,568457.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545128,545128,469,377,1,568472.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545129,545129,469,378,1,568487.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545130,545130,469,379,1,568502.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545165,545165,469,414,1,569027.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545166,545166,469,415,1,569042.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545167,545167,469,416,1,569057.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
545168,545168,469,417,1,569072.5,146417.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546286,546286,470,371,1,568382.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546287,546287,470,372,1,568397.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546288,546288,470,373,1,568412.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546289,546289,470,374,1,568427.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546290,546290,470,375,1,568442.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546291,546291,470,376,1,568457.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546292,546292,470,377,1,568472.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546293,546293,470,378,1,568487.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546294,546294,470,379,1,568502.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546329,546329,470,414,1,569027.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546330,546330,470,415,1,569042.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546331,546331,470,416,1,569057.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
546332,546332,470,417,1,569072.5,146402.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547451,547451,471,372,1,568397.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547452,547452,471,373,1,568412.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547453,547453,471,374,1,568427.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547454,547454,471,375,1,568442.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547455,547455,471,376,1,568457.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547456,547456,471,377,1,568472.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547457,547457,471,378,1,568487.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547458,547458,471,379,1,568502.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547459,547459,471,380,1,568517.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547494,547494,471,415,1,569042.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547495,547495,471,416,1,569057.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547496,547496,471,417,1,569072.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
547497,547497,471,418,1,569087.5,146387.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548616,548616,472,373,1,568412.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548617,548617,472,374,1,568427.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548618,548618,472,375,1,568442.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548619,548619,472,376,1,568457.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548620,548620,472,377,1,568472.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548621,548621,472,378,1,568487.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548622,548622,472,379,1,568502.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548623,548623,472,380,1,568517.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548658,548658,472,415,1,569042.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548659,548659,472,416,1,569057.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548660,548660,472,417,1,569072.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
548661,548661,472,418,1,569087.5,146372.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549782,549782,473,375,1,568442.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549783,549783,473,376,1,568457.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549784,549784,473,377,1,568472.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549785,549785,473,378,1,568487.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549786,549786,473,379,1,568502.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549787,549787,473,380,1,568517.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549788,549788,473,381,1,568532.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549822,549822,473,415,1,569042.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549823,549823,473,416,1,569057.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549824,549824,473,417,1,569072.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
549825,549825,473,418,1,569087.5,146357.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550947,550947,474,376,1,568457.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550948,550948,474,377,1,568472.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550949,550949,474,378,1,568487.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550950,550950,474,379,1,568502.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550951,550951,474,380,1,568517.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550952,550952,474,381,1,568532.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550953,550953,474,382,1,568547.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550987,550987,474,416,1,569057.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550988,550988,474,417,1,569072.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550989,550989,474,418,1,569087.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
550990,550990,474,419,1,569102.5,146342.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552112,552112,475,377,1,568472.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552113,552113,475,378,1,568487.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552114,552114,475,379,1,568502.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552115,552115,475,380,1,568517.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552116,552116,475,381,1,568532.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552117,552117,475,382,1,568547.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552152,552152,475,417,1,569072.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552153,552153,475,418,1,569087.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
552154,552154,475,419,1,569102.5,146327.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553277,553277,476,378,1,568487.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553278,553278,476,379,1,568502.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553279,553279,476,380,1,568517.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553280,553280,476,381,1,568532.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553281,553281,476,382,1,568547.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553282,553282,476,383,1,568562.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553317,553317,476,418,1,569087.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
553318,553318,476,419,1,569102.5,146312.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554442,554442,477,379,1,568502.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554443,554443,477,380,1,568517.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554444,554444,477,381,1,568532.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554445,554445,477,382,1,568547.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554446,554446,477,383,1,568562.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554447,554447,477,384,1,568577.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554481,554481,477,418,1,569087.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
554482,554482,477,419,1,569102.5,146297.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555607,555607,478,380,1,568517.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555608,555608,478,381,1,568532.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555609,555609,478,382,1,568547.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555610,555610,478,383,1,568562.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555611,555611,478,384,1,568577.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555612,555612,478,385,1,568592.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555613,555613,478,386,1,568607.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555646,555646,478,419,1,569102.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
555647,555647,478,420,1,569117.5,146282.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556772,556772,479,381,1,568532.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556773,556773,479,382,1,568547.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556774,556774,479,383,1,568562.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556775,556775,479,384,1,568577.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556776,556776,479,385,1,568592.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556777,556777,479,386,1,568607.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556778,556778,479,387,1,568622.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556810,556810,479,419,1,569102.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
556811,556811,479,420,1,569117.5,146267.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557938,557938,480,383,1,568562.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557939,557939,480,384,1,568577.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557940,557940,480,385,1,568592.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557941,557941,480,386,1,568607.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557942,557942,480,387,1,568622.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557943,557943,480,388,1,568637.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557944,557944,480,389,1,568652.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
557975,557975,480,420,1,569117.5,146252.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
559104,559104,481,385,1,568592.5,146237.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
559105,559105,481,386,1,568607.5,146237.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
559106,559106,481,387,1,568622.5,146237.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
559107,559107,481,388,1,568637.5,146237.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
559108,559108,481,389,1,568652.5,146237.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
559139,559139,481,420,1,569117.5,146237.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
560303,560303,482,420,1,569117.5,146222.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
561467,561467,483,420,1,569117.5,146207.5,123.8000031,1,4,495.2000122,123.8000031,123.8000031,123.8000031,123.8000031,0,FALSE,120.00%,0.00%,0.00%,0.00%,0.00%
566087,566087,487,384,1,568577.5,146147.5,465.7000122,1,4,1862.800018,465.7000046,465.6000061,464.7000122,466.8999939,2.199981689,FALSE,120.00%,0.00%,0.02%,0.21%,0.26%
569598,569598,490,403,1,568862.5,146102.5,225.3000031,1,4,901.1999969,225.2999992,225.5999985,223.8999939,226.1000061,2.200012207,FALSE,120.00%,0.00%,0.13%,0.62%,0.35%
513722,513722,442,399,1,568802.5,146822.5,109.3000031,1,4,437.2000046,109.3000011,109.3000031,108.5,110.0999985,1.599998474,FALSE,120.00%,0.00%,0.00%,0.73%,0.73%
576556,576556,496,377,1,568472.5,146012.5,358.2999878,1,4,1433.199982,358.2999954,358.2999878,356.1000061,360.5,4.399993896,FALSE,120.00%,0.00%,0.00%,0.62%,0.61%
585869,585869,504,378,1,568487.5,145892.5,378.2000122,1,4,1512.799988,378.1999969,378.25,377.8999939,378.3999939,0.5,FALSE,120.00%,0.00%,0.01%,0.08%,0.05%
510241,510241,439,410,1,568967.5,146867.5,352.2000122,1,4,1408.799988,352.1999969,352.25,349.2999878,355,5.700012207,FALSE,120.00%,0.00%,0.01%,0.83%,0.79%
511405,511405,440,410,1,568967.5,146852.5,342.7000122,1,4,1370.799988,342.6999969,342.75,339.2999878,346,6.700012207,FALSE,120.00%,0.00%,0.01%,1.00%,0.96%
556818,556818,479,427,1,569222.5,146267.5,379.6000061,1,4,1518.5,379.625,379.6000061,379.2999878,380,0.700012207,FALSE,120.00%,0.01%,0.00%,0.08%,0.11%
